SiteID,Address,SMS No.,Serial No.,DMA,Latitude,Longitude,X,Y,App Notes,Status,Battery,Level,Spread,Threshold,Filter Type,Low Cutoff (Hz),High Cutoff (Hz),Sensor Type,Leak Duration (Days),Signal,Last received,Internal status,Internal Status Date,Last Note,Last Note Date,Last Note Created By,Logger mode,Created time,Leak Date,Last Leak Date, EasyID, Status Duration, Overdue Status,LNS Check Required,Accounts List,UTC
1721623," 27 Dabin Cres, Greenwich, London SE10 8TF, UK",4.47452E+13,45180,DMA - ZRIVSE03,51.47281588,-0.013027489,538097.7392,176744.2782,Hydrant in FW,No Leak,4.1V,19,12,15,Not Applied,,,,0,27,44652.14583,"Small noise on FH (POI) and bundry valve, no noise on any other fittings and OSV nearby. Inconclusive correlation. Nico",44398.30139,,44398.30139,Justin Martin (Justin_Martin),Auto,43081.37361,,,,Auto 254 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1712119," 28 Norman Rd, Greenwich, London SE10 9QE, UK",4.47924E+13,30459,DMA - ZRIVSE03,51.47908604,-0.01772102,537752.9113,177432.6925,Hydrant on FW,No Leak,5.5V,8,3,15,Notch,0,260,,0,12,44652.14583,45SXBV,44242.31528,31470760,44067.38125,Justin Martin (Justin_Martin),Auto,43081.37361,,,,Auto 776 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1720769," 5 Peyton Pl, Greenwich, London SE10 8RS, UK",4.47624E+13,33487,DMA - ZRIVSE03,51.47746962,-0.010847524,538235.0713,177265.8899,,No Leak,,13,20,15,Notch,0,250,,0,0,44648.14583,31607625,44316.59583,,,,Auto,43081.37361,,,,Auto 231 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1720887,"36 Norman Rd, London SE10 9QX, UK",4.47452E+13,58740,DMA - ZRIVSE03,51.47959009,-0.016902677,537808.2166,177490.2821,,Leak,5.4V,40,7,15,Not Applied,,,,10,15,44652.14583,31620359,44368.36875,,44090.30694,Justin Martin (Justin_Martin),Awaiting repair,43081.37361,,44643.14583,,Awaiting repair 295 days,295 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1717950," Charter Buildings, Catherine Grove, Greenwich, London SE10 8BB, UK",4.47924E+13,24223,DMA - ZRIVSE03,51.47432827,-0.019209646,537663.8587,176900.8236,Hydrant on FW,Leak,6.0V,30,8,15,Not Applied,,,,42,20,44652.14583,,44266.30556,31706810,44645.35139,Sinead Johnston (SJPNDALYS2021),Awaiting repair,43081.37361,,44611.14583,0,Awaiting repair 91 days,91 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721096," 54 Greenwich S St, Greenwich, London SE10 8NU, UK",4.47452E+13,2645,DMA - ZRIVSE03,51.47506105,-0.013427138,538063.2109,176993.1906,,No Leak,6.4V,13,17,15,Not Applied,,,,0,15,44652.14583,,,,,,Auto,43081.37292,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1712537," Colorado Bldg, Deals Gateway, London SE13 7RD, UK",4.47452E+13,59507,DMA - ZRIVSE03,51.47210039,-0.021140166,537536.4902,176649.4559,,Leak,5.8V,21,5,15,High Pass,800,,,43,14,44652.14583,PRV in Proximity,44638.57431,,44638.57431,Justin Martin (Justin_Martin),Investigation Cleared,43081.37292,,44610.14583,,Investigation Cleared 13 days,13 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722072," 38 Guildford Grove, Greenwich, London SE10 8JT, UK",4.47624E+13,32781,DMA - ZRIVSE03,51.47400625,-0.016211271,537873.0494,176870.6524,,No Leak,5.7V,10,6,15,Not Applied,,,,0,18,44652.14583,31617483,44323.36875,,,,Auto,43081.37292,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
7050799," 36 Norman Rd, Greenwich, London SE10 9QX, UK",4.47924E+11,43930,DMA - ZRIVSE03,51.4795567,-0.016947538,537805.2021,177486.4846,,No Leak,5.9V,16,6,15,Not Applied,,,,0,19,44652.14583,,,1703452,43971.51042,Dean Williams (Dean-TW),Auto,43081.37222,,,,Auto 680 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1720765," 11 Circus St, London SE10 8SG, UK",4.47925E+13,35664,DMA - ZRIVSE03,51.47692836,-0.010973923,538227.9293,177205.4628,,No Leak,6.3V,8,5,15,Not Applied,,,,0,14,44652.14583,,,,43922.41458,Justin Martin (Justin_Martin),Auto,43081.37222,,,,Auto 729 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
8548348," 77 Norman Rd, Greenwich, London SE10 9FX, UK",4.47925E+13,42488,DMA - ZRIVSE03,51.47754333,-0.017505772,537772.5027,177261.5453,,Leak,6.3V,37,8,15,Not Applied,,,,15,9,44652.14583,"	45SSVQ",44320.28056,,44138.37986,Justin Martin (Justin_Martin),Awaiting repair,43081.37153,,44638.14583,,Awaiting repair 332 days,332 days overdue ,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1719843," Plume House_ Creek Road, Greenwich_ London SE10 9RA",4.47452E+13,58271,DMA - ZRIVSE03,51.48136452,-0.014147647,537994.1639,177692.787,"r/h/s of bust stop as you look at it, in front of the recycling bin and the bus sign",No Leak,4.2V,13,19,15,Not Applied,,,,0,16,44652.14583,,,45PCXF,43888.45139,Justin Martin (Justin-TW),Auto,43081.37153,,,,Auto 884 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722536," 14 Lindsell St, Greenwich, London SE10 8NY, UK",4.47452E+13,52731,DMA - ZRIVSE03,51.47351611,-0.013716482,538047.7785,176820.8464,,No Leak,5.7V,8,4,15,Not Applied,,,,0,25,44652.14583,,,,44006.29653,Hannah Headley (HMH-TW),Auto,43081.37153,,,,Auto 681 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721127," Spinnaker House, 142 Greenwich High Rd, London SE10 8NN, UK",4.47452E+13,53995,DMA - ZRIVSE03,51.47790738,-0.01184899,538164.208,177312.6804,,No Leak,5.5V,21,18,15,Notch,1600,1650,,0,13,44652.14583,"No noise on fittings, inconclusive correlations - Nico",44383.32431,Repair 31664147,44482.29861,Sinead Johnston (SJPNDALYS2021),Auto,43081.37153,,,,Auto 269 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1711597," 15 Catherine Grove, Greenwich, London SE10 8BG, UK",4.47452E+13,57487,DMA - ZRIVSE03,51.47500488,-0.018380173,537719.4247,176977.6223,,No Leak,6.3V,-1,-1,15,Not Applied,,,,0,18,44652.14583,,,,,,Auto,43081.37083,,,,Auto 330 days,,Yes,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721142," 34 Brand St, London SE10 8SR, UK",4.47452E+13,57052,DMA - ZRIVSE03,51.47626592,-0.011780742,538173.9038,177130.2767,,No Leak,6.4V,10,5,15,Not Applied,,,,0,15,44652.14583,,,JM - Link to BB @ 24 Brand St - 31257355,43557.33681,Justin Martin (Justin-TW),Auto,43081.37083,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1785395," 9 Nevada St, Greenwich, London SE10 9JL, UK",4.47624E+13,32983,DMA - ZRIVSE03,51.47957215,-0.007859878,538436.1705,177505.3354,,No Leak,5.6V,8,3,15,Not Applied,,,,0,13,44652.14583,31531843,44187.48333,31552228,44238.61806,Justin Martin (Justin_Martin),Auto,43081.37083,,,,Auto 682 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1721804," 32 Crooms Hill, Greenwich, London SE10 8ER, UK",4.47925E+13,37751,DMA - ZRIVSE03,51.47832451,-0.00696972,538501.7567,177368.2783,,No Leak,6.3V,8,3,15,Not Applied,,,,0,6,44651.14583,,,,,,Auto,43081.37083,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722532," Wood Wharf Apartments, Horseferry Pl, Greenwich, London SE10 9BB, UK",4.47924E+13,24662,DMA - ZRIVSE03,51.48278559,-0.013320185,538047.3294,177852.3705,,No Leak,5.2V,15,4,15,Not Applied,,,,0,4,44652.14583,45RMFD closed,44187.48542,,44113.35972,Justin Martin (Justin_Martin),Auto,43081.37014,,,,Auto 546 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
1722227," 40 Lewisham Rd, Greenwich, London SE13 7QR, UK",4.47624E+13,33094,DMA - ZRIVSE02,51.47177209,-0.0152383,537947.3518,176624.0432,Hydrant on FW,No Leak,6.0V,10,13,15,Not Applied,,,,0,16,44651.14583,csv 24 Lewisham rd,44321.33611,,,,Auto,43076.65139,,,, 331 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
7399979," 9 Bennett Grove, Greenwich, London SE13 7RF, UK",4.47624E+13,32907,DMA - ZRIVSE02,51.47125186,-0.016995817,537826.8619,176562.8854,,No Leak,4.7V,16,4,15,Not Applied,,,,0,8,44651.14583,.,43719.45972,,,,Auto,43076.64861,,,,Auto 811 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1722172," 204 Conington Rd, London SE13 7FJ, UK",4.47624E+13,44533,DMA - ZRIVSE02,51.46725396,-0.012790449,538130.9863,176126.2329,Hydrant on FW,No Leak,6.2V,17,6,15,Not Applied,,,,0,5,44650.14583,,,cancelled,,,Auto,43076.64792,,,,Auto 807 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1721513," 120 Lewisham Rd, London SE13 7NL, UK",4.47624E+13,33008,DMA - ZRIVSE02,51.46847616,-0.012728658,538131.5894,176262.2601,,No Leak,,10,9,15,Not Applied,,,,0,0,44626.14583,,,,,,Auto,43076.64792,,,,,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1711493," Servite House, Beck Cl, London SE13 7RE, UK",4.47924E+13,28057,DMA - ZRIVSE02,51.47113101,-0.018636268,537713.2976,176546.362,,No Leak,5.5V,20,6,15,Not Applied,,,,0,10,44652.14583,,,Small possible electric noise on POI. No noise on nearest valves. Inconclusive correlation. Possible noise from extractor fan near the POI - Attilla [18-1-21],,,Auto,43076.64792,,,,Auto 434 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
9245533," 210 Lewisham Rd, London SE13 7LD, UK",4.47452E+13,45084,DMA - ZRIVSE02,51.46709307,-0.012264033,538168.0342,176109.3345,,Leak,6.3V,33,10,15,Not Applied,,,,44,12,44652.14583,,44428.38958,,,,Auto,43076.64792,,44609.14583,,Auto 44 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1785248," Opposite Quince House, Quince Rd, Lewisham, London SE13 7ND, United Kingdom",4.47925E+13,59904,DMA - ZRIVSE02,51.46984109,-0.014700517,537990.522,176410.3255,,No Leak,6.2V,19,6,15,Not Applied,,,,0,5,44651.14583,,44321.32778,,44155.57153,Justin Martin (Justin_Martin),Auto,43076.64583,,,,Auto 435 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE02|South london,0
1721557, 1 Park Vista  Greenwich  London SE10 9LZ UK,4.47452E+13,52895,DMA - ZRIVSE04,51.48242459,0.001618378,539085.6341,177840.4816,"SJ - This logger replaced Logger 58197 which was also under account WRC, 12/06/19 ",No Leak,5.8V,12,11,15,Not Applied,,,,0,7,44651.14583,,44461.41667,,44510.30417,Sinead Johnston (SJPNDALYS2021),Auto,42992.51389,,,,Auto 85 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|South london|DMA - ZRIVSE04,0
1721628,"ST.Christophers Inn 189, Greenwich High Rd, London SE10 8JA, UK",4.47624E+13,42059,DMA - ZRIVSE03,51.477882,-0.012832408,538095.997,177308.0043,,No Leak,5.9V,12,8,15,Not Applied,,,,0,13,44652.14583,,,,,,Auto,42244.59861,,,,Auto 42 days,,,Thames Water Utilities Leakage|Thames Water Pnet Installed 2017|DMA - ZRIVSE03|South london,0
